Address,Grades,School_ID,ALD_15,Grade_Cat,:created_at,:id,:updated_at,:version,Short_Name,Longitude,Latitude,the_geom,GeoNetwork,WARD_15,Phone,Network,COMMAREA,Governance,Zip
3542 S Washtenaw Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609829,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-5253~5t28~23r4,2015-12-02T17:40:19.962Z,rv-ygfs~fwdh.wf5k,BURROUGHS,-87.692457,41.828868,POINT (-87.69245662873759 41.828867907603865),8,12,1(773)535-7226,Network 8,BRIGHTON PARK,District,60632
932 N Central Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609830,Deborah L. Graham,ES,2015-12-02T17:40:19.962Z,row-wffa_5a3i-7jsk,2015-12-02T17:40:19.962Z,rv-rva6.i4t7~bneu,BRUNSON,-87.765606,41.897663,POINT (-87.7656056579403 41.897662572094205),3,29,1(773)534-6025,Network 3,AUSTIN,District,60651
5329 S Oak Park Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609832,Michael R. Zalewski,ES,2015-12-02T17:40:19.962Z,row-xira_5agz_f2n4,2015-12-02T17:40:19.962Z,rv-xmtj_t65m_4zth,BYRNE,-87.791544,41.795031,POINT (-87.79154448271657 41.79503096522182),10,23,1(773)535-2170,Network 10,GARFIELD RIDGE,District,60638
8546 S Cregier Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609833,Michelle A. Harris,ES,2015-12-02T17:40:19.962Z,row-t4aw_8dg2-vbcc,2015-12-02T17:40:19.962Z,rv-ziqy.9cr4.q6ha,CALDWELL,-87.580729,41.739226,POINT (-87.58072902768997 41.739226355596244),12,8,1(773)535-6300,Network 12,AVALON PARK,District,60617
2620 S Lawndale Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609834,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-d3cz~cimn.sdne,2015-12-02T17:40:19.962Z,rv-9hpw-tc97.nvb5,LITTLE VILLAGE,-87.717319,41.843698,POINT (-87.71731895282397 41.84369811861245),7,22,1(773)534-1880,Network 7,SOUTH LAWNDALE,District,60623
1234 N Monticello Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609835,Roberto Maldonado,ES,2015-12-02T17:40:19.962Z,row-3eif_aa8z.mek3,2015-12-02T17:40:19.962Z,rv-kyv4_5tzk.zfe8,CAMERON,-87.717927,41.903792,POINT (-87.71792663527239 41.90379211837752),5,26,1(773)534-4290,Network 5,HUMBOLDT PARK,District,60651
3740 N Panama Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609836,Timothy M. Cullerton,ES,2015-12-02T17:40:19.962Z,row-wqm8-t9tj.hrkv,2015-12-02T17:40:19.962Z,rv-aags_msdv.mg8b,CANTY,-87.829296,41.948007,POINT (-87.82929570056224 41.948007028237804),1,38,1(773)534-1238,Network 1,DUNNING,District,60634
1414 E 61st Pl,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609837,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-uia9-sfzz_xu74,2015-12-02T17:40:19.962Z,rv-226j_kywf.dtzj,CARNEGIE,-87.590795,41.783368,POINT (-87.59079500879852 41.78336832375731),9,20,1(773)535-0530,Network 9,WOODLAWN,District,60637
2929 W 83rd St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609839,Lona Lane,ES,2015-12-02T17:40:19.962Z,row-7r7c_v4i4.dz5t,2015-12-02T17:40:19.962Z,rv-b2fc.9wm6.y8sr,CARROLL,-87.696012,41.742517,POINT (-87.69601207552847 41.74251662700824),10,18,1(773)535-9414,Network 10,ASHBURN,District,60652
5516 S Maplewood Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609842,Toni L. Foulkes,ES,2015-12-02T17:40:19.962Z,row-uww9_3yai.emeb,2015-12-02T17:40:19.962Z,rv-sjqj.xxtu~mrvq,CARSON,-87.6878,41.793272,POINT (-87.68779954329426 41.79327214439986),8,15,1(773)535-9222,ISP,GAGE PARK,District,60629
5740 S Michigan Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609844,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-cv63.tzdp~tuya,2015-12-02T17:40:19.962Z,rv-hzax-v6te~8iqt,CARTER,-87.622453,41.789828,POINT (-87.62245275221274 41.78982790556688),9,20,1(773)535-0860,AUSL,WASHINGTON PARK,District,60637
901 E 133rd Pl,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609845,Anthony A. Beale,ES,2015-12-02T17:40:19.962Z,row-4rpb.8c6f_aumq,2015-12-02T17:40:19.962Z,rv-tp6z.fck7-2swm,CARVER G,-87.599516,41.653702,POINT (-87.59951563228815 41.653702116053246),13,9,1(773)535-5674,Network 13,RIVERDALE,District,60827
630 E 131st St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609848,Anthony A. Beale,ES,2015-12-02T17:40:19.962Z,row-aqdv~8mkd_2e6f,2015-12-02T17:40:19.962Z,rv-idwi_mp88~47gd,ALDRIDGE,-87.606474,41.657405,POINT (-87.60647384721634 41.657404970403604),13,9,1(773)535-5614,Network 13,RIVERDALE,District,60827
11314 S Spaulding Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609849,Matthew J. O'Shea,ES,2015-12-02T17:40:19.962Z,row-8nyb_czmg_3c2g,2015-12-02T17:40:19.962Z,rv-mnju~89gr_dzpy,CASSELL,-87.703215,41.687347,POINT (-87.70321548850967 41.687347055472344),10,19,1(773)535-2640,Network 10,MOUNT GREENWOOD,District,60655
832 W Sheridan Rd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609850,James Cappleman,ES,2015-12-02T17:40:19.962Z,row-e95r_eu58_ht9g,2015-12-02T17:40:19.962Z,rv-wtjt.fxx2~pc5f,GREELEY,-87.65098,41.95281,POINT (-87.65097986912645 41.95280951233409),4,46,1(773)534-5800,Network 4,LAKE VIEW,District,60613
2745 W Roosevelt Rd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609851,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-7c99-d4b8~af6d,2015-12-02T17:40:19.962Z,rv-tedj_ey47_jnpw,CHALMERS,-87.695259,41.866435,POINT (-87.69525936895282 41.86643525254971),5,28,1(773)534-1720,AUSL,NORTH LAWNDALE,District,60608
2135 W Foster Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609852,Patrick O'Connor,ES,2015-12-02T17:40:19.962Z,row-rfkn-udse~6nvb,2015-12-02T17:40:19.962Z,rv-thha~8ryr_u3bp,CHAPPELL,-87.683264,41.975894,POINT (-87.6832635915745 41.97589430091326),2,40,1(773)534-2390,Network 2,LINCOLN SQUARE,District,60625
2021 N Point St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609853,Proco (Joe) Moreno III,ES,2015-12-02T17:40:19.962Z,row-df9u_xmdc-wjih,2015-12-02T17:40:19.962Z,rv-en75-ei5d_7c9y,CHASE,-87.694562,41.917993,POINT (-87.6945622511329 41.91799265334613),4,1,1(773)534-4185,Network 4,LOGAN SQUARE,District,60647
2450 W Rice St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609854,Roberto Maldonado,ES,2015-12-02T17:40:19.962Z,row-29bn~myfj~s7gy,2015-12-02T17:40:19.962Z,rv-tfg8-hes6_nzgp,CHOPIN,-87.688937,41.896713,POINT (-87.68893676227361 41.89671268933644),5,26,1(773)534-4080,Network 5,WEST TOWN,District,60622
5042 S Artesian Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609855,Edward M. Burke,ES,2015-12-02T17:40:19.962Z,row-ci3i~zcbk.4ipe,2015-12-02T17:40:19.962Z,rv-88uq~sniy-uwuk,CHRISTOPHER,-87.685607,41.801659,POINT (-87.68560700279136 41.80165862466598),8,14,1(773)535-9375,Network 8,GAGE PARK,District,60632
13231 S Burley Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609856,John A. Pope,ES,2015-12-02T17:40:19.962Z,row-fa56-cb3k~6g49,2015-12-02T17:40:19.962Z,rv-dzix.t43a~852j,CLAY,-87.544614,41.654558,POINT (-87.5446135978302 41.65455814892288),13,10,1(773)535-5600,Network 13,HEGEWISCH,District,60633
3121 W Byron St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609857,Deborah Mell,ES,2015-12-02T17:40:19.962Z,row-wjab-wwq5_kt9k,2015-12-02T17:40:19.962Z,rv-hykv~8ye6~adf5,CLEVELAND,-87.706443,41.952042,POINT (-87.70644252561287 41.95204212187962),1,33,1(773)534-5130,Network 1,IRVING PARK,District,60618
6110 N Fairfield Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609859,Patrick O'Connor,ES,2015-12-02T17:40:19.962Z,row-xcmv~sek5~f44c,2015-12-02T17:40:19.962Z,rv-mtxd.pf9f.6zpi,CLINTON,-87.69836,41.992541,POINT (-87.69835995455804 41.99254136051501),2,40,1(773)534-2025,Network 2,WEST RIDGE,District,60659
2350 W 110th Pl,"K, 1, 2, 3, 4, 5, 6, 7, 8",609861,Matthew J. O'Shea,ES,2015-12-02T17:40:19.962Z,row-eb9g-c6w8~2kdd,2015-12-02T17:40:19.962Z,rv-uuz7.neia_svq9,CLISSOLD,-87.680897,41.693026,POINT (-87.68089678721856 41.693026006788244),10,19,1(773)535-2560,Network 10,MORGAN PARK,District,60643
8441 S Yates Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609862,Natashia Holmes,ES,2015-12-02T17:40:19.962Z,row-bcys~63s5~jaqx,2015-12-02T17:40:19.962Z,rv-xi26~7n3f_ahmy,COLES,-87.56597,41.741413,POINT (-87.56596977128596 41.74141280743846),12,7,1(773)535-6550,Network 12,SOUTH CHICAGO,District,60617
1003 N Leavitt St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609863,Bob Fioretti,ES,2015-12-02T17:40:19.962Z,row-bfm8.rhyw_tpfs,2015-12-02T17:40:19.962Z,rv-bvs3_bv8c-6g8w,COLUMBUS,-87.681938,41.899566,POINT (-87.68193804939365 41.8995657758234),5,2,1(773)534-4350,Network 5,WEST TOWN,District,60622
8150 S Bishop St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609864,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-bcfj_5pes_frgw,2015-12-02T17:40:19.962Z,rv-iqmu~hfd9_mpyx,COOK,-87.659775,41.745237,POINT (-87.6597745902765 41.74523702179156),11,21,1(773)535-3315,Network 11,AUBURN GRESHAM,District,60620
7414 N Wolcott Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609865,Joe A. Moore,ES,2015-12-02T17:40:19.962Z,row-nx7t.3dvx.sm47,2015-12-02T17:40:19.962Z,rv-aucm.8tgg~ubbi,JORDAN,-87.677763,42.017088,POINT (-87.67776251667244 42.01708759163853),2,49,1(773)534-2220,Network 2,ROGERS PARK,District,60626
4046 N Leavitt St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609866,Ameya Pawar,ES,2015-12-02T17:40:19.962Z,row-kd4r-z85n-z49y,2015-12-02T17:40:19.962Z,rv-m52k_6ycg~rr29,COONLEY,-87.683765,41.955553,POINT (-87.68376530038417 41.955553195108415),2,47,1(773)534-5140,Network 2,NORTH CENTER,District,60618
1624 W 19th St,"PK, K, 1, 2, 3, 4, 5",609867,Daniel S. Solis,ES,2015-12-02T17:40:19.962Z,row-m67q_fxny.wse8,2015-12-02T17:40:19.962Z,rv-77bz_kr2a.q5fa,COOPER,-87.667227,41.856031,POINT (-87.6672270843215 41.856031192520845),7,25,1(773)534-7205,Network 7,LOWER WEST SIDE,District,60608
6010 S Throop St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609869,JoAnn Thompson,ES,2015-12-02T17:40:19.962Z,row-jtun~qcb8.4ybc,2015-12-02T17:40:19.962Z,rv-r54w~84vw-xwpk,LANGFORD,-87.657169,41.784681,POINT (-87.65716920557595 41.78468086149698),11,16,1(773)535-9180,Network 11,WEST ENGLEWOOD,District,60636
2510 S Kildare Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609870,Ricardo Munoz,ES,2015-12-02T17:40:19.962Z,row-axkf-7drd_47zb,2015-12-02T17:40:19.962Z,rv-naa5_da5e.zs2v,CORKERY,-87.731193,41.845602,POINT (-87.73119286518298 41.84560242260817),7,22,1(773)534-1650,Network 7,SOUTH LAWNDALE,District,60623
2554 W 113th St,PK,609871,Matthew J. O'Shea,ES,2015-12-02T17:40:19.962Z,row-2dke.sg5c.paha,2015-12-02T17:40:19.962Z,rv-e5tc.dveb.58j2,VICK,-87.685677,41.688191,POINT (-87.68567659746944 41.68819083816183),10,19,1(773)535-2671,Network 10,MORGAN PARK,District,60655
1241 W 19th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609872,Daniel S. Solis,ES,2015-12-02T17:40:19.962Z,row-6r9a~nn5d.trdf,2015-12-02T17:40:19.962Z,rv-nef5.ity8.6hqt,PEREZ,-87.65798,41.856029,POINT (-87.65798012816259 41.856028723222444),7,25,1(773)534-7650,ISP,LOWER WEST SIDE,District,60608
2128 S Saint Louis Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609873,Michael D. Chandler,ES,2015-12-02T17:40:19.962Z,row-2ucn~kww3-mad4,2015-12-02T17:40:19.962Z,rv-2j3z~pkjw.xeh2,CROWN,-87.71247,41.852663,POINT (-87.71247015109812 41.8526634881361),5,24,1(773)534-1680,Network 5,NORTH LAWNDALE,District,60623
8601 W Foster Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609874,Mary O'Connor,ES,2015-12-02T17:40:19.962Z,row-6p4c_cyhq-6zmv,2015-12-02T17:40:19.962Z,rv-ijfk_d8td~7xih,DIRKSEN,-87.841041,41.973715,POINT (-87.84104144205814 41.97371477784984),1,41,1(773)534-1090,Network 1,OHARE,District,60656
3116 W Belden Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609875,Scott Waguespack,ES,2015-12-02T17:40:19.962Z,row-4ytn-65r8~s9gq,2015-12-02T17:40:19.962Z,rv-ua7s~x9ti-zupn,DARWIN,-87.705413,41.923323,POINT (-87.70541291324925 41.92332271787146),4,32,1(773)534-4110,Network 4,LOGAN SQUARE,District,60647
3014 W 39th Pl,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609876,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-syrp~iqsf-2xg5,2015-12-02T17:40:19.962Z,rv-j8bt-mrhs-j5wr,DAVIS N,-87.700202,41.821852,POINT (-87.70020216056176 41.82185161501595),8,12,1(773)535-4540,Network 8,BRIGHTON PARK,District,60632
3810 W 81st Pl,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609879,Lona Lane,ES,2015-12-02T17:40:19.962Z,row-xwep_jus5_n4ny,2015-12-02T17:40:19.962Z,rv-mu9x~btdm.f2qr,DAWES,-87.717353,41.745078,POINT (-87.71735342381503 41.74507775217972),10,18,1(773)535-2350,Network 10,ASHBURN,District,60652
7030 N Sacramento Ave,"K, 1, 2, 3, 4, 5, 6",609880,Debra L. Silverstein,ES,2015-12-02T17:40:19.962Z,row-6ys8_faiv_8dt7,2015-12-02T17:40:19.962Z,rv-gbqv~76u3~q335,DECATUR,-87.704619,42.009289,POINT (-87.70461859276938 42.00928855749518),2,50,1(773)534-2201,Network 2,WEST RIDGE,District,60645
7240 S Wabash Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609883,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-u5m2.x8pi~iqr2,2015-12-02T17:40:19.962Z,rv-7yq4_42b7-aek7,DENEEN,-87.623345,41.76249,POINT (-87.62334458913149 41.76249026457508),12,6,1(773)535-3035,AUSL,GREATER GRAND CROSSING,District,60619
3436 N Osceola Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609884,Timothy M. Cullerton,ES,2015-12-02T17:40:19.962Z,row-6zxy~u98w~6hjx,2015-12-02T17:40:19.962Z,rv-79x5.6p4d.2ia5,DEVER,-87.813132,41.942552,POINT (-87.81313152493232 41.942551669903125),1,38,1(773)534-3090,Network 1,DUNNING,District,60634
5415 S Union Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609885,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-6sr6.5j3j-be2v,2015-12-02T17:40:19.962Z,rv-xymp.y7hc~u8m5,DEWEY,-87.642652,41.795646,POINT (-87.6426515781214 41.795645683830024),11,20,1(773)535-1666,AUSL,NEW CITY,District,60609
8306 S Saint Lawrence Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609887,Roderick T. Sawyer,ES,2015-12-02T17:40:19.962Z,row-padr.dayp_3im4,2015-12-02T17:40:19.962Z,rv-95a4.6vdw~udvz,DIXON,-87.609979,41.743669,POINT (-87.60997887509087 41.743669242191366),12,6,1(773)535-3834,Network 12,CHATHAM,District,60619
431 N Troy St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609888,"Walter Burnett, Jr.",ES,2015-12-02T17:40:19.962Z,row-hzvq-sm8f_pdq6,2015-12-02T17:40:19.962Z,rv-6kbd_22h3_g3ew,DODGE,-87.703794,41.889184,POINT (-87.70379373543253 41.889184175654265),5,27,1(773)534-6640,AUSL,HUMBOLDT PARK,District,60612
535 E 35th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609891,"William ""Will"" D. Burns",ES,2015-12-02T17:40:19.962Z,row-58h3-7p8y.yd5y,2015-12-02T17:40:19.962Z,rv-kjtz~cq8q_jara,DOOLITTLE,-87.612275,41.831121,POINT (-87.6122745425369 41.83112062918387),9,4,1(773)535-1040,Network 9,DOUGLAS,District,60616
6108 S Natoma Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609893,Marty Quinn,ES,2015-12-02T17:40:19.962Z,row-try8-vuvw_gatp,2015-12-02T17:40:19.962Z,rv-c7q7_hdas_yy4n,DORE,-87.787604,41.780954,POINT (-87.78760442136841 41.78095446429405),10,13,1(773)535-2080,ISP,CLEARING,District,60638
2710 S Dearborn St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609894,Patricia R. Dowell,ES,2015-12-02T17:40:19.962Z,row-3yui_hu73-9s7w,2015-12-02T17:40:19.962Z,rv-ethm.jbkp~3ytk,DRAKE,-87.628553,41.844043,POINT (-87.62855344679393 41.844043313288154),9,3,1(773)534-9129,Network 9,DOUGLAS,District,60616
9300 S Princeton Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609895,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-4jvc~423h_6p62,2015-12-02T17:40:19.962Z,rv-cnkh.ubb3_ed33,TURNER-DREW,-87.630164,41.725609,POINT (-87.63016447921711 41.7256092162375),11,21,1(773)535-5720,Network 11,ROSELAND,District,60620
1845 W Cortland St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609896,Scott Waguespack,ES,2015-12-02T17:40:19.962Z,row-4sw9_bahz~wz3x,2015-12-02T17:40:19.962Z,rv-nihu~tnzr~hpks,DRUMMOND,-87.674495,41.915914,POINT (-87.67449459920272 41.91591380223775),6,32,1(773)534-4120,Network 6,LOGAN SQUARE,District,60622
2040 W 62nd St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609897,JoAnn Thompson,ES,2015-12-02T17:40:19.962Z,row-u955~4vhy-9mmj,2015-12-02T17:40:19.962Z,rv-sfmy.9q23-mt9d,EARLE,-87.675547,41.781225,POINT (-87.67554666057482 41.781225173053805),11,16,1(773)535-9130,Network 11,WEST ENGLEWOOD,District,60636
3400 W 65th Pl,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609898,Michael R. Zalewski,ES,2015-12-02T17:40:19.962Z,row-6vq9-rnau-mi5r,2015-12-02T17:40:19.962Z,rv-5eb6.ugen~4pj7,EBERHART,-87.707953,41.77442,POINT (-87.70795263404564 41.77442045236846),10,23,1(773)535-9190,Network 10,CHICAGO LAWN,District,60629
7350 W Pratt Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609899,Mary O'Connor,ES,2015-12-02T17:40:19.962Z,row-2i2c_puud.nt2y,2015-12-02T17:40:19.962Z,rv-wmwk_2xhw_7jpf,EBINGER,-87.81117,42.004408,POINT (-87.81116978457902 42.00440792166091),1,41,1(773)534-1070,Network 1,EDISON PARK,District,60631
32 E 115th St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609900,Anthony A. Beale,ES,2015-12-02T17:40:19.962Z,row-ft7t.8v3v_pxbc,2015-12-02T17:40:19.962Z,rv-kfh9.yfbt_q5gh,CURTIS,-87.621653,41.685418,POINT (-87.62165260768882 41.68541840038957),13,9,1(773)535-5050,AUSL,ROSELAND,District,60628
6525 N Hiawatha Ave,"K, 1, 2, 3, 4, 5, 6, 7, 8",609901,Mary O'Connor,ES,2015-12-02T17:40:19.962Z,row-s333~hvce_4vs7,2015-12-02T17:40:19.962Z,rv-5fun.hrb7.pwfs,EDGEBROOK,-87.76184,41.999437,POINT (-87.76184047493662 41.999436833665804),1,41,1(773)534-1194,ISP,FOREST GLEN,District,60646
12339 S Normal Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609902,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-5iji~wcji~fifa,2015-12-02T17:40:19.962Z,rv-z8br_sw8u-i4t8,METCALFE,-87.634306,41.669444,POINT (-87.63430552145294 41.66944402277346),13,34,1(773)535-5590,Network 13,WEST PULLMAN,District,60628
4815 S Karlov Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609903,Edward M. Burke,ES,2015-12-02T17:40:19.962Z,row-rdi7.b6vt_5dav,2015-12-02T17:40:19.962Z,rv-g8y8.2r7b-tns5,EDWARDS,-87.725856,41.805542,POINT (-87.72585617780213 41.80554154017704),8,14,1(773)535-4875,Network 8,ARCHER HEIGHTS,District,60632
243 N Parkside Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609904,Deborah L. Graham,ES,2015-12-02T17:40:19.962Z,row-umvr-eq3t-y2b8,2015-12-02T17:40:19.962Z,rv-ndf3_46rm.pagn,ELLINGTON,-87.766589,41.88553,POINT (-87.7665893774387 41.885529580631264),3,29,1(773)534-6361,Network 3,AUSTIN,District,60644
3600 W 5th Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609907,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-urbf~zybw_qgzm,2015-12-02T17:40:19.962Z,rv-fyjx_kgqe-5e8n,ERICSON,-87.715804,41.875744,POINT (-87.71580443125494 41.87574412320104),5,28,1(773)534-6660,Network 5,EAST GARFIELD PARK,District,60624
1865 W Montvale Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609908,Matthew J. O'Shea,ES,2015-12-02T17:40:19.962Z,row-xqjb~fsf4_vgb2,2015-12-02T17:40:19.962Z,rv-66cf-f2ab.nzcd,ESMOND,-87.669159,41.68942,POINT (-87.66915866971293 41.68941960670054),10,19,1(773)535-2650,Network 10,MORGAN PARK,District,60643
3419 S Bell Ave,"PK, K, 1, 2, 3, 4, 5",609909,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-pjt3.c3i9~ykmb,2015-12-02T17:40:19.962Z,rv-8e8i-4x4z.6z8z,EVERETT,-87.68131,41.831555,POINT (-87.68131030396447 41.831555161171295),8,12,1(773)535-4550,Network 8,MCKINLEY PARK,District,60608
3020 N Lamon Ave,"PK, K, 1, 2, 3, 4, 5, 6",609910,Ray Suarez,ES,2015-12-02T17:40:19.962Z,row-65sc.u9ph-7bkv,2015-12-02T17:40:19.962Z,rv-mte5-i6vh~78a9,FALCONER,-87.749331,41.935785,POINT (-87.7493306250851 41.93578457421183),3,31,1(773)534-3560,Network 3,BELMONT CRAGIN,District,60641
5414 N Linder Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609912,John Arena,ES,2015-12-02T17:40:19.962Z,row-6adj~hw5y-8ucr,2015-12-02T17:40:19.962Z,rv-kfhp~5pti-rv5g,FARNSWORTH,-87.766072,41.97979,POINT (-87.76607165769727 41.97979005586698),1,45,1(773)534-3535,Network 1,JEFFERSON PARK,District,60630
10041 S Union Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609917,Carrie M. Austin,ES,2015-12-02T17:40:19.962Z,row-smuq-w4a3~tapr,2015-12-02T17:40:19.962Z,rv-jrqp_abh9~z2b3,FERNWOOD,-87.640414,41.711184,POINT (-87.6404136460056 41.71118362266995),13,34,1(773)535-2700,Network 13,WASHINGTON HEIGHTS,District,60628
7019 N Ashland Ave,"4, 5, 6, 7, 8",609918,Joe A. Moore,ES,2015-12-02T17:40:19.962Z,row-fsbq.f243_md6d,2015-12-02T17:40:19.962Z,rv-b64d~j4zd~znnt,FIELD,-87.669985,42.009664,POINT (-87.66998540120437 42.00966385527161),2,49,1(773)534-2030,Network 2,ROGERS PARK,District,60626
6020 S Langley Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609919,Willie B. Cochran,ES,2015-12-02T17:40:19.962Z,row-xv8v~jkxg-deyr,2015-12-02T17:40:19.962Z,rv-iuxi_x7ym_tagw,FISKE,-87.608633,41.785183,POINT (-87.60863289676954 41.785182816749966),9,20,1(773)535-0990,Network 9,WOODLAWN,District,60637
2233 S Kedzie Ave,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609920,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-rfny-wyaw_ensz,2015-12-02T17:40:19.962Z,rv-p27k.4mje-yc6k,KANOON,-87.705112,41.850771,POINT (-87.70511207744183 41.850771483971116),7,12,1(773)534-1736,Network 7,SOUTH LAWNDALE,District,60623
2832 W 24th Blvd,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609921,George A. Cardenas,ES,2015-12-02T17:40:19.962Z,row-vm2n_i47f_jaib,2015-12-02T17:40:19.962Z,rv-na8s_zngj.b38b,TELPOCHCALLI,-87.696006,41.847947,POINT (-87.69600587940728 41.847947432627194),7,12,1(773)534-1402,Network 7,SOUTH LAWNDALE,District,60623
5252 W Palmer St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609922,Nicholas Sposato,ES,2015-12-02T17:40:19.962Z,row-e4ya_zai9_6rqu,2015-12-02T17:40:19.962Z,rv-md4f~3vek.g9sy,BELMONT-CRAGIN,-87.756843,41.92015,POINT (-87.75684290346346 41.920150047038405),3,36,1(773)534-2900,Network 3,BELMONT CRAGIN,District,60639
9025 S Throop St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609924,"Howard B. Brookins, Jr.",ES,2015-12-02T17:40:19.962Z,row-uj8z-c9n5~72ww,2015-12-02T17:40:19.962Z,rv-i8b7~46ud_x9e8,FORT DEARBORN,-87.655481,41.729673,POINT (-87.6554811603943 41.72967267505925),11,21,1(773)535-2680,Network 11,WASHINGTON HEIGHTS,District,60620
3030 W Arthington St,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",609925,Jason C. Ervin,ES,2015-12-02T17:40:19.962Z,row-4hes_jbzn~hdgt,2015-12-02T17:40:19.962Z,rv-tmfd~nzuy_8kzj,KELLMAN,-87.702163,41.870168,POINT (-87.7021629045286 41.87016771755697),5,28,1(773)534-6602,Network 5,EAST GARFIELD PARK,District,60612
